51308136116,bcc,215,70
51308163351,cgb,12,172
51308182950,eca,207,79
51308190551,aec,135,266
51308192015,edd,231,267
51308197981,aff,209,131
51308204583,dec,288,119
51308206939,abc,235,182
51308213921,beb,238,101
51308214711,bdf,281,184
51308242486,bef,237,27
51308264850,egg,48,256
51308300332,bcg,154,185
51308321891,cgb,65,189
51308322205,caa,170,42
51308332842,dcb,243,287
51308339819,fad,177,89
51308342842,bfd,12,220
51308357576,fbf,2,122
51308358048,efc,82,273
51308389151,gbe,93,249
51308412753,ceb,188,8
51308421779,ccc,2,269
51308429810,edf,221,236
51308458885,cda,213,224
51308470041,eae,68,144
51308475276,baf,238,111
51308484302,dcf,290,54
51308486859,bab,148,83
51308506257,fce,19,67
51308522337,fef,138,166
51308530910,cde,295,212
51308532858,gdd,154,270
51308533293,fag,93,236
51308534978,bgf,121,30
51308536807,fdd,161,236
51308549067,gac,49,258
51308553924,gbb,194,23
51308561418,bbc,164,133
51308585265,eeg,199,28
51308589527,bge,50,31
51308647770,agd,271,71
51308657626,cgf,146,144
51308658138,aee,154,195
51308664282,eed,239,27
51308677068,gbb,44,23
51308685285,bcf,46,318
51308687518,dee,97,271
51308696901,fga,192,81
51308708805,dfg,33,119
51308714038,cdg,142,24
51308719289,ggb,200,135
51308738213,bcb,196,80
51308746309,def,147,176
51308776492,gdg,220,67
51308814938,dcc,196,88
51308823995,fab,143,240
51308834333,bfa,246,125
51308838761,egd,135,129
51308845700,bba,161,59
51308852685,adc,272,147
51308854001,caf,205,99
51308867799,ede,93,167
51308879043,cfb,299,161
51308890570,cae,86,261
51308903912,fce,69,69
51308925314,bce,112,76
51308927238,aab,289,133
51308932381,fee,192,36
51308937626,aec,274,297
51308940329,afc,81,69
51308942262,aad,42,199
51308956754,fcf,9,38
51308967024,ccd,7,66
51308979189,fec,49,169
51308990137,cge,187,12
51308990829,dca,240,129
51308996361,fbd,194,269
51308997230,cgb,6,177
51308997779,egc,57,224
51309003276,dad,1,193
51309029053,age,104,255
51309040140,fea,74,99
51309049982,fdd,76,226
51309061232,feg,224,81
51309076459,bcb,85,70
51309091703,cfe,105,231
51309095829,gea,188,115
51309100732,ace,86,107
51309109711,ggg,246,140
51309111923,dfd,105,76
51309111973,cdc,222,321
51309139967,afa,4,272
51309141682,ded,108,360
51309155215,bec,203,229
51309176383,fcg,15,78
51309184271,bbd,100,227
51309189518,dbb,265,127
51309208050,fbb,259,97
51309215240,gec,205,206
51309224318,cgc,142,39
51309230135,afa,216,320
51309235417,gad,172,176
51309274619,egg,236,245
51309292274,bfe,159,46
51309296178,fae,267,277
51309301335,daa,225,84
51309316372,fda,154,239
51309328919,bca,66,99
51309337671,bcd,115,26
51309349152,ddg,159,134
51309362388,cgg,105,143
51309365671,dff,234,90
51309433948,afg,263,150
51309437303,fca,5,129
51309464870,daa,143,93
51309494246,gdc,236,103
51309501007,ecd,168,234
51309505075,dgb,177,243
51309509597,ffg,177,225
51309518627,ccc,148,242
51309520458,bdd,298,73
51309547665,gdb,70,108
51309556584,aeg,140,43
51309575236,fgc,282,316
51309590198,dgd,20,134
51309596691,bbb,159,135
51309609579,fcd,215,279
51309612872,dag,288,107
51309622738,deb,171,207
51309624054,ggd,107,148
51309649516,gae,298,21
51309651963,bbg,171,285
51309654686,dgc,33,105
51309673769,bde,265,135
51309682702,gcc,125,11
51309696162,efe,193,58
51309707710,cbg,63,42
51309709931,cbg,8,42
51309713694,gfa,100,215
51309718908,bea,203,265
51309730859,cca,56,267
51309734480,dbg,14,59
51309747770,eda,63,297
51309751761,aga,210,264
51309757930,ggg,193,166
51309766371,cca,176,317
51309770083,aad,3,230
51309776043,gee,93,206
51309777140,bdg,57,225
51309779261,ged,221,7
51309781038,abe,252,181
51309783553,cbg,294,45
51309787766,cad,159,180
51309809859,fcc,84,123
51309817422,dde,95,239
51309821032,ccb,66,38
51309833235,dga,250,163
51309839724,dbf,140,34
51309843974,beg,57,99
51309856980,ceg,290,268
51309857943,aeb,69,17
51309867424,cac,39,157
51309869247,dfb,108,187
51309874668,dbd,26,111
51309883415,eae,90,164
51309883798,ffe,296,113
51309886760,ffg,156,247
51309921999,bgg,270,130
51309947142,ecf,138,81
51309979317,bba,143,54
51309984883,dgg,270,192
51309985713,bgc,124,93
51309986840,cdb,70,149
51310011086,ffa,163,125
51310029323,add,111,162
51310054266,eec,290,27
51310068377,dbe,52,246
51310080131,ggf,253,209
51310164230,bga,86,35
51310175070,bgf,264,28
51310176284,dgd,150,116
51310193802,adg,281,16
51310196635,dcg,140,202
51310210414,bff,88,112
51310213318,abb,109,69
51310220726,ffd,43,218
51310221338,cge,285,11
51310229931,gff,34,171
51310232537,edg,49,148
51310240787,bed,16,159
51310278538,gaa,18,227
51310292865,bfd,73,189
51310314530,fgd,103,235
51310334543,cdf,296,155
51310426178,eed,67,29
51310463083,cba,54,307
51310469862,dgf,223,283
51310472281,ebf,74,45
51310488620,gfc,49,304
51310495657,bbe,16,12
51310514002,dce,109,85
51310534280,ecg,217,150
51310547274,eac,194,300
51310550358,deg,1,106
51310553366,fef,255,154
51310613058,afe,121,228
51310614703,cbe,59,157
51310643977,cac,168,138
51310650476,adb,179,234
51310650604,ade,73,230
51310681992,ebb,189,238
51310688714,ecc,112,272
51310693930,bda,29,179
51310705131,eaf,224,102
51310705198,bae,241,6
51310712097,aed,158,219
51310745428,cea,218,150
51310748110,feb,127,59
51310748912,cbd,7,64
51310839250,ade,262,209
51310846484,eec,285,22
51310854718,eda,282,344
51310857316,cce,268,215
51310873546,bac,29,304
51310881942,eca,213,86
51310898098,adb,45,208
51310940878,bea,167,278
51310949673,ece,81,36
51310954362,ecg,29,168
51310961777,age,16,239
51310978897,cbg,154,46
51310980669,eag,56,95
51310984928,dae,218,75
51310994594,acg,4,334
51311012972,cfc,234,31
51311043401,acc,202,247
51311053596,ecb,75,265
51311102664,bad,6,159
51311103298,aef,200,45
51311103988,egc,175,179
51311129508,edd,268,309
51311134171,agc,284,177
51311148676,cgb,283,161
51311154933,gab,72,24
51311163958,dgd,208,105
51311179810,aaf,93,91
51311194966,cfg,56,144
51311196741,fca,133,129
51311206339,afb,180,65
51311213331,gde,170,146
51311217322,gbg,120,60
51311220332,gbc,19,47
51311223389,bga,288,31
51311225394,gbb,50,20
51311233921,bge,193,34
51311238329,gef,26,226
51311238961,cbc,260,95
51311245716,aed,109,256
51311259631,gda,77,189
51311275669,bcd,296,30
51311324351,age,17,212
51311329369,ead,97,252
51311344790,bbf,105,221
51311362206,bee,92,140
51311370604,fde,152,127
51311391968,fbg,52,65
51311401656,ega,130,162
51311404228,cba,165,257
51311405756,baa,288,197
51311427828,daa,192,84
51311444005,gcg,21,149
51311447174,ebf,208,47
51311451641,dbg,189,65
51311470089,egb,132,224
51311497876,dcf,41,54
51311521466,fge,69,27
51311532542,dca,255,122
51311543458,dfc,160,180
51311547377,eeg,268,29
51311561232,gde,223,169
51311564324,fbe,220,211
51311575319,aba,240,174
51311584048,eef,204,51
51311616284,daf,251,26
51311629662,ece,133,42
51311658741,eba,223,192
51311731074,dfa,17,190
51311745431,bbd,222,224
51311768919,cfd,107,112
51311776942,ddc,242,126
51311792857,eeb,279,225
51311805053,fgd,296,197
51311820768,geb,34,174
51311825068,eed,286,29
51311870456,gbb,285,19
51311893342,ege,118,141
51311903773,agf,136,419
51311910716,aaa,259,173
51311910821,gce,183,11
51311932320,bfa,158,107
51311937368,aca,244,188
51311957507,gag,185,246
51311964529,gee,52,238
51311971563,bdf,223,161
51312000452,bcb,206,70
51312009187,ccd,97,58
51312019283,abc,161,216
51312033061,cdc,244,295
51312058017,efg,120,189
51312101747,caf,19,80
51312104367,feb,104,48
51312108664,fad,133,72
51312111566,gda,207,168
51312119354,gfa,149,227
51312146391,bfb,273,246
51312160731,dgg,10,207
51312187680,gfg,99,93
51312200844,cff,89,223
51312209595,bdc,191,25
51312218274,ffa,7,142
51312239218,efd,228,45
51312261583,eeb,275,231
51312273233,ccg,163,227
51312292433,ecb,196,257
51312314172,edc,14,81
51312329783,cfa,283,55
51312351003,cfd,25,99
51312351717,ebc,188,238
51312358629,cgg,8,135
51312368768,dad,9,185
51312377760,dea,204,116
51312381617,fab,177,271
51312389157,dce,167,91
51312399235,gcg,134,166
51312399929,fab,148,241
51312411375,feg,42,93
51312423276,fcb,182,239
51312428659,ggg,47,169
51312436241,fdb,84,150
51312442493,gge,283,222
51312450203,egf,31,120
51312453627,ddd,209,284
51312454530,cbf,62,301
51312472493,dcd,198,268
51312476033,abf,229,124
51312487403,gad,174,207
51312543366,ecc,98,304
51312555786,egb,274,264
51312583899,geg,113,166
51312616655,bfg,255,236
51312647511,feb,47,41
51312651996,bbb,156,147
51312668003,adg,133,13
51312742588,ggb,118,114
51312758799,fed,240,48
51312765565,gdd,237,226
51312779820,def,196,191
51312793528,bcd,110,24
51312796733,dce,213,108
51312803513,fce,205,55
51312813950,baa,49,173
51312846833,agg,65,72
51312847519,fac,46,324
51312850087,bbc,156,150
51312867379,gga,284,77
51312868205,eeg,265,32
51312893499,bfc,119,299
51312918880,bdb,277,177
51312921383,bcf,176,270
51312942320,agd,254,58
51312944367,dcb,287,264
51312946750,abe,2,190
51312963057,fge,188,21
51312965166,gcg,93,151
51312973230,cbg,157,47
51312977425,fea,90,82
51313002465,add,178,140
51313013031,gac,95,273
51313027432,fef,192,140
51313041203,abc,20,213
51313048279,gfb,283,181
51313062380,cde,101,173
51313063876,eec,16,17
51313067037,cca,221,263
51313106436,fbc,58,206
51313116992,gea,63,127
51313185407,fag,14,207
51313193702,dba,274,245
51313196445,gfd,233,94
51313197591,adg,279,12
51313223093,cef,129,277
51313225714,aff,120,141
51313234671,cfg,146,126
51313278272,ccf,138,11
51313284785,gfa,196,202
51313285723,aad,263,223
51313288763,cag,169,124
51313303419,acf,181,218
51313314783,abg,283,258
51313358556,afd,186,14
51313387408,gaf,271,284
51313422868,gga,188,90
51313431029,gbg,24,50
51313438059,aae,121,36
51313464615,gda,68,181
51313484406,cad,36,201
51313492138,abd,203,160
51313510039,aec,77,305
51313532116,eee,5,187
51313536509,acd,193,289
51313539782,gbf,85,72
51313574009,bcd,206,21
51313574587,fea,82,86
51313591216,bfd,175,221
51313601867,bbd,82,266
51313606610,efb,290,169
51313617226,aeb,44,18
51313622804,efd,196,49
51313624168,bfg,271,226
51313648341,ebe,236,155
51313657250,cab,250,199
51313689781,bgb,268,205
51313692443,acb,237,24
51313713504,fce,280,44
51313715044,adb,51,174
51313721114,cgd,224,289
51313726199,gba,15,74
51313737401,cee,148,266
51313738135,gbd,101,19
51313756176,aee,229,161
51313757709,cbb,230,98
51313768850,dfe,189,104
51313775332,gfe,262,40
51313787833,bbe,182,10
51313804569,eda,227,385
51313805913,bdb,13,178
51313813658,ggf,152,215
51313821732,efc,70,281
51313837756,aaa,56,153
51313839289,ddb,209,132
51313841814,cda,58,259
51313856958,fdf,277,153
51313861842,faf,37,36
51313863652,cec,53,119
51313876546,ggf,12,182
51313891356,cdd,219,31
51313931209,aac,149,237
51313935873,bcd,46,19
51313955063,ggf,281,147
51313999741,cce,143,182
51314000915,beg,21,108
51314003327,afa,294,297
51314010390,fdc,224,148
51314016906,efd,242,49
51314037040,bad,298,144
51314063731,fcf,46,41
51314074486,cga,148,115
51314080135,eaa,288,170
51314105365,feb,136,45
51314193459,gaa,216,254
51314208171,dge,218,106
51314232795,fdb,117,139
51314233821,feb,62,41
51314266849,fcf,210,35
51314276734,gdg,171,58
51314277748,ddb,184,118
51314277928,bgd,117,277
51314282179,eab,214,138
51314304871,bcg,131,179
51314309114,bac,285,249
51314319566,cee,289,316
51314319990,eff,92,101
51314337094,fdd,74,257
51314341813,eef,44,54
51314342842,bbb,2,164
51314357688,cef,130,318
51314367327,gcc,1,12
51314394546,cfg,79,122
51314421216,bba,254,56
51314435664,bag,49,218
51314446573,fec,19,140
51314456056,age,72,245
51314460754,ced,271,153
51314489642,ebb,290,228
51314490172,bba,49,56
51314500824,fea,289,96
51314531813,bga,138,30
51314563973,gca,248,156
51314566186,ecc,146,343
51314604379,cac,292,133
51314606408,adf,62,122
51314611287,bbe,85,8
51314616726,fgg,209,11
51314626902,dcd,3,257
51314637563,fcc,18,111
51314638621,dcd,40,226
51314679271,ffd,152,207
51314690312,aad,82,216
51314700447,ada,233,46
51314715765,gcf,193,273
51314735621,eec,289,19
51314742785,ffb,260,58
51314786227,ffc,135,156
51314794264,edb,233,136
51314804868,dff,120,107
51314823871,dfd,231,86
51314828275,gge,170,224
51314847681,bdd,172,62
51314863542,ddg,10,131
51314890552,fbg,291,55
51314923895,cgg,90,113
51314932153,ega,151,170
51314949881,bdg,232,258
51314988492,fdg,292,133
51314992773,cfg,106,132
51315018401,dgf,259,322
51315078742,dcg,135,193
51315086125,gdc,21,82
51315088695,dcg,225,162
51315095095,fge,66,24
51315101884,gcg,118,122
51315103758,acf,71,200
51315121895,cea,241,170
51315122660,bcd,32,19
51315143193,dbb,276,147
51315155101,adc,171,160
51315169003,acd,190,338
51315196870,aab,107,147
51315197572,dda,138,42
51315207149,bec,158,249
51315227786,fca,242,153
51315230953,bfe,218,41
51315247858,eaf,231,84
51315259991,abb,124,55
51315281917,gdf,296,165
51315297279,bbd,176,263
51315339764,edd,268,327
51315340372,cgg,181,94
51315343348,ggg,288,140
51315349574,gee,259,238
51315350771,cdf,222,125
51315426633,egc,69,153
51315426955,aag,202,169
51315434292,ffc,175,176
51315436093,dgb,92,252
51315437006,agc,137,161
51315441389,dgb,96,279
51315443719,ccc,294,254
51315459236,gec,51,241
51315462729,fbg,295,47
51315483591,edg,35,152
51315493750,eee,173,218
51315499467,efa,292,197
51315506842,dad,47,179
51315578026,baf,67,107
51315587663,gda,10,166
51315597128,eaa,168,156
51315599337,dac,77,252
51315600859,adg,140,10
51315607149,gdd,226,221
51315612770,ffd,172,213
51315629689,efb,3,177
51315632222,cdd,201,30
51315655957,egd,281,147
51315656891,afa,161,305
51315666492,ded,118,338
51315688380,fgb,219,13
51315699750,bcg,226,146
51315711023,ffb,293,51
51315733039,fbg,223,45
51315736573,fga,220,83
51315746741,deg,79,91
51315769266,gga,155,105
51315780370,cgc,28,36
51315802357,gdf,288,155
51315838867,ceb,291,9
51315863625,gbd,273,21
51315903834,fbf,224,106
51315934263,ebd,241,156
51315954429,ffg,158,224
51315976050,eea,279,128
51316004549,dgg,232,238
51316004798,gdd,296,243
51316034752,bgd,48,252
51316041965,fba,277,133
51316056522,dbd,84,94
51316069790,aea,22,51
51316098837,dgd,147,97
51316106569,dbc,46,199
51316114947,fae,19,246
51316118295,agc,18,191
51316123335,dad,281,153
51316131696,aag,84,175
51316160438,cfa,278,65
51316164025,aeg,75,39
51316176841,geb,221,175
51316185746,agd,229,47
51316196056,dbd,251,109
51316200345,cba,32,205
51316206729,fgg,166,9
51316220938,dad,85,131
51316223823,aga,26,229
51316225865,faa,165,128
51316228029,fec,81,133
51316267958,cbe,141,175
51316276814,dfb,284,173
51316298984,ddf,217,164
51316307134,gef,285,216
51316314913,cag,34,147
51316339219,gdd,245,262
51316359708,aeb,172,21
51316360473,fdc,232,136
51316364131,ccf,214,9
51316365682,dfb,10,138
51316366453,agb,87,122
51316374819,bef,52,30
51316417921,ecd,42,198
51316419133,edc,77,89
51316427381,gbf,7,69
51316436366,ecd,247,217
51316470086,afb,92,75
51316479963,bbd,102,265
51316480790,gcb,177,93
51316515146,dab,84,119
51316520153,dgb,155,242
51316554004,gdb,269,103
51316557137,cbd,88,70
51316624532,dbf,63,39
51316629282,cgc,46,35
51316633763,eed,110,32
51316641927,fff,146,251
51316655083,bfd,13,221
51316661032,gag,74,258
51316671908,fgc,201,268
51316673945,fag,277,188
51316713431,bae,208,5
51316742219,fde,238,116
51316747172,dba,14,264
51316789103,eef,206,49
51316813105,deb,233,235
51316820114,gdc,43,86
51316856733,dfg,66,103
51316884012,ecd,273,243
51316952443,efa,50,179
51316976334,cab,139,161
51316990310,afc,255,74
51317001335,bdc,181,25
51317030646,ddb,129,128
51317032746,aga,98,208
51317039775,bed,79,179
51317055215,aec,78,277
51317059671,agf,166,377
51317060650,dgc,261,110
51317083141,dfa,54,199
51317089871,aee,48,143
51317090662,fgf,74,93
51317132275,aff,75,125
51317142295,eeg,219,33
51317158032,daf,117,29
51317163927,ede,177,173
51317177352,bdc,128,26
51317177500,ecg,98,173
51317177975,aef,14,38
51317194106,fbd,295,244
51317220089,cgf,254,158
51317250678,cba,10,231
51317258563,fbe,5,223
51317262800,eda,237,354
51317303703,bce,197,71
51317330601,agc,132,191
51317340868,ggc,213,257
51317395770,dbg,126,71
51317397411,gea,275,120
51317420561,fbb,186,89
51317423918,cgb,18,136
51317427616,aee,74,135
51317429809,acc,37,205
51317438843,gbd,103,23
51317439430,dga,173,177
51317466058,gcf,153,267
51317468102,ceb,196,10
51317482910,gfd,231,88
51317501361,ebg,96,117
51317512062,gae,149,21
51317524803,fga,153,83
51317527375,gfg,34,88
51317529133,aab,10,141
51317529705,ece,196,46
51317553321,dec,167,121
51317579242,bff,228,129
51317606514,beg,210,89
51317619654,aga,220,241
51317632271,gcd,233,65
51317633154,fcg,124,85
51317638975,bac,84,219
51317663774,cdg,132,19
51317672361,eef,109,57
51317673490,cbd,52,72
51317680901,afc,124,82
51317704190,fbg,210,51
51317707642,acf,283,160
51317711279,cbd,145,59
51317716903,cfb,14,177
51317718761,ecc,125,349
51317719090,bcc,87,76
51317737609,aaf,70,104
51317760034,ace,129,94
51317761290,eeb,162,247
51317767073,afg,230,127
51317769307,efe,128,69
51317774007,bab,202,98
51317780095,ega,4,195
51317790871,bfg,245,201
51317796434,ada,261,38
51317796693,bca,283,110
51317800367,cga,264,123
51317821963,cdg,179,20
51317824671,caa,119,44
51317834382,dee,288,311
51317840036,cad,243,162
